Brand,Bangla,Generic (Composition),Strength,Form,Pack,Group,Company,Price,MRP,Rx
"Cipzin 5 mg/5 ml","Cipzin 5 mg/5 ml","Cetirizine Hydrochloride","5 mg/5 ml","সিরাপ","একক","Sedating Anti-histamine","Seema Pharmaceuticals Ltd.","20","20","OTC"
"Circle Cure Eye Cream","Circle Cure Eye Cream","Miscellaneous Topical Agents","","ক্রিম","একক","","DBL Healthcare Ltd.","2098","2098","OTC"
"Cirizin 10 mg","Cirizin 10 mg","Cetirizine Hydrochloride","10 mg","ট্যাবলেট","10 x 10","Sedating Anti-histamine","Ad-din Pharmaceuticals Ltd.","3","3","OTC"
"Cirizin 5 mg/5 ml","Cirizin 5 mg/5 ml","Cetirizine Hydrochloride","5 mg/5 ml","সিরাপ","একক","Sedating Anti-histamine","Ad-din Pharmaceuticals Ltd.","30","30","OTC"
"Cisatracurium Hameln 10 mg/5 ml","Cisatracurium Hameln 10 mg/5 ml","Cisatracurium Besylate","10 mg/5 ml","আইভি ইনফিউশন","একক","","ZAS Corporation","700","700","Rx"
"Cisatracurium Hameln 5 mg/2.5 ml","Cisatracurium Hameln 5 mg/2.5 ml","Cisatracurium Besylate","5 mg/2.5 ml","আইভি ইনফিউশন","একক","","ZAS Corporation","520","520","Rx"
"Ciscort 50 mcg/spray","Ciscort 50 mcg/spray","Ciclesonide (Nasal Spray)","50 mcg/spray","নেজাল স্প্রে","একক","Respiratory corticosteroids","OSL Pharma Limited","350","350","OTC"
"Cispenam (250 mg+250 mg)/vial","Cispenam (250 mg+250 mg)/vial","Imipenem + Cilastatin","250 mg+250 mg)/vial","IV Injection","একক","Other beta-lactam antibiotics","Incepta Pharmaceuticals Ltd.","650","650","OTC"
"Cispenam (500 mg+500 mg)/vial","Cispenam (500 mg+500 mg)/vial","Imipenem + Cilastatin","500 mg+500 mg)/vial","IV Injection","একক","Other beta-lactam antibiotics","Incepta Pharmaceuticals Ltd.","1195","1195","OTC"
"Cisplat 1 mg/ml","Cisplat 1 mg/ml","Cisplatin","1 mg/ml","আইভি ইনফিউশন","একক","Cytotoxic Chemotherapy","Healthcare Pharmaceuticals Ltd.","300","300","Rx"
"Cisplatin 1 mg/ml","Cisplatin 1 mg/ml","Cisplatin","1 mg/ml","আইভি ইনফিউশন","একক","Cytotoxic Chemotherapy","Janata Traders","502","502","Rx"
"Cisplatin Hexal 1 mg/ml","Cisplatin Hexal 1 mg/ml","Cisplatin","1 mg/ml","আইভি ইনফিউশন","একক","Cytotoxic Chemotherapy","SANDOZ (A Novartis Division)","419","419","Rx"
"Cisplatin PhaRes 1 mg/ml","Cisplatin PhaRes 1 mg/ml","Cisplatin","1 mg/ml","আইভি ইনফিউশন","একক","Cytotoxic Chemotherapy","ZAS Corporation","735","735","Rx"
"Cistor 1 mg/ml","Cistor 1 mg/ml","Cisplatin","1 mg/ml","আইভি ইনফিউশন","একক","Cytotoxic Chemotherapy","Eskayef Pharmaceuticals Ltd.","300","300","Rx"
"Citalam 10 mg","Citalam 10 mg","Escitalopram Oxalate","10 mg","ট্যাবলেট","5 x 10","SSRIs & related anti-depressant drugs","ACI Limited","13","13","OTC"
"Citalam 5 mg","Citalam 5 mg","Escitalopram Oxalate","5 mg","ট্যাবলেট","5 x 10","SSRIs & related anti-depressant drugs","ACI Limited","7","7","OTC"
"Citalex 10 mg","Citalex 10 mg","Escitalopram Oxalate","10 mg","ট্যাবলেট","2 x 10","SSRIs & related anti-depressant drugs","Opsonin Pharma Ltd.","9","9","OTC"
"Citalex 5 mg","Citalex 5 mg","Escitalopram Oxalate","5 mg","ট্যাবলেট","3 x 10","SSRIs & related anti-depressant drugs","Opsonin Pharma Ltd.","6","6","OTC"
"Citalon 10 mg","Citalon 10 mg","Escitalopram Oxalate","10 mg","ট্যাবলেট","3 x 10","SSRIs & related anti-depressant drugs","Popular Pharmaceuticals Ltd.","10","10","OTC"
"Citalon 5 mg","Citalon 5 mg","Escitalopram Oxalate","5 mg","ট্যাবলেট","3 x 10","SSRIs & related anti-depressant drugs","Popular Pharmaceuticals Ltd.","6","6","OTC"
"Citapram 10 mg","Citapram 10 mg","Citalopram Hydrobromide","10 mg","ট্যাবলেট","5 x 10","SSRIs & related anti-depressant drugs","General Pharmaceuticals Ltd.","5.04","5.04","OTC"
"Citapram 20 mg","Citapram 20 mg","Citalopram Hydrobromide","20 mg","ট্যাবলেট","3 x 10","SSRIs & related anti-depressant drugs","General Pharmaceuticals Ltd.","8.05","8.05","OTC"
"Citazar 250 mg","Citazar 250 mg","Levetiracetam","250 mg","ট্যাবলেট","2 x 10","Adjunct anti-epileptic drugs","ACI Limited","15.11","15.11","OTC"
"Citazar 500 mg","Citazar 500 mg","Levetiracetam","500 mg","ট্যাবলেট","2 x 5","Adjunct anti-epileptic drugs","ACI Limited","30","30","OTC"
"Citazar 500 mg/5 ml","Citazar 500 mg/5 ml","Levetiracetam","500 mg/5 ml","Oral Solution","একক","Adjunct anti-epileptic drugs","ACI Limited","190","190","OTC"
"Citazar 500 mg/5 ml","Citazar 500 mg/5 ml","Levetiracetam","500 mg/5 ml","আইভি ইনফিউশন","2 x 5","Adjunct anti-epileptic drugs","ACI Limited","40","40","Rx"
"Citazar XR 500 mg","Citazar XR 500 mg","Levetiracetam","500 mg","Tablet (Extended Release)","3 x 10","Adjunct anti-epileptic drugs","ACI Limited","30","30","OTC"
"Citazar XR 750 mg","Citazar XR 750 mg","Levetiracetam","750 mg","Tablet (Extended Release)","3 x 10","Adjunct anti-epileptic drugs","ACI Limited","35","35","OTC"
"Citicol 500 mg","Citicol 500 mg","Citicoline Sodium","500 mg","ট্যাবলেট","1 x 10","CNS stimulant drugs","Beximco Pharmaceuticals Ltd.","50","50","OTC"
"Citicol 500 mg/4 ml","Citicol 500 mg/4 ml","Citicoline Sodium","500 mg/4 ml","IM/IV Injection","1 x 5","CNS stimulant drugs","Beximco Pharmaceuticals Ltd.","140","140","OTC"
"Citin 10 mg","Citin 10 mg","Cetirizine Hydrochloride","10 mg","ট্যাবলেট","10 x 10","Sedating Anti-histamine","Opsonin Pharma Ltd.","3","3","OTC"
"Citin 5 mg/5 ml","Citin 5 mg/5 ml","Cetirizine Hydrochloride","5 mg/5 ml","সিরাপ","একক","Sedating Anti-histamine","Opsonin Pharma Ltd.","30.1","30.1","OTC"
"Citinex 500 mg","Citinex 500 mg","Citicoline Sodium","500 mg","ট্যাবলেট","1 x 10","CNS stimulant drugs","The IBN SINA Pharmaceutical PLC","50","50","OTC"
"Citinex 500 mg/4 ml","Citinex 500 mg/4 ml","Citicoline Sodium","500 mg/4 ml","IM/IV Injection","1 x 5","CNS stimulant drugs","The IBN SINA Pharmaceutical PLC","140","140","OTC"
"Citivas 500 mg","Citivas 500 mg","Citicoline Sodium","500 mg","ট্যাবলেট","1 x 10","CNS stimulant drugs","Square Pharmaceuticals PLC","50","50","OTC"
"Citizen 10 mg","Citizen 10 mg","Cetirizine Hydrochloride","10 mg","ট্যাবলেট","10 x 10","Sedating Anti-histamine","Zenith Pharmaceuticals Ltd.","2","2","OTC"
"Citofer 210 mg","Citofer 210 mg","Ferric Citrate","210 mg","ট্যাবলেট","4 x 8","Oral Iron preparations","Incepta Pharmaceuticals Ltd.","25","25","OTC"
"Citra-K (1500 mg+250 mg)/5 ml","Citra-K (1500 mg+250 mg)/5 ml","Potassium Citrate + Citric Acid","1500 mg+250 mg)/5 ml","Oral Solution","একক","Prevention of repeated kidney stone formation, Urinary Alkalinizing Agent","UniMed UniHealth Pharmaceuticals Ltd.","200","200","OTC"
"Citra-K 1080 mg","Citra-K 1080 mg","Potassium Citrate","1080 mg","Tablet (Extended Release)","1 x 30","Prevention of repeated kidney stone formation","UniMed UniHealth Pharmaceuticals Ltd.","10","10","OTC"
"Citritol 1200 mg+0.25 mcg","Citritol 1200 mg+0.25 mcg","Calcium Citrate + Calcitriol","1200 mg+0.25 mcg","ট্যাবলেট","1 x 30","Specific mineral & vitamin combined preparations","Opsonin Pharma Ltd.","7","7","OTC"
"Citrosol (1500 mg+250 mg)/5 ml","Citrosol (1500 mg+250 mg)/5 ml","Potassium Citrate + Citric Acid","1500 mg+250 mg)/5 ml","Oral Solution","একক","Prevention of repeated kidney stone formation, Urinary Alkalinizing Agent","ACME Laboratories Ltd.","200","200","OTC"
"Citrux-C 250 mg","Citrux-C 250 mg","Vitamin C [Ascorbic acid]","250 mg","Chewable Tablet","10 x 10","Vitamin-C Preparations","NIPRO JMI Pharma Ltd.","1.9","1.9","OTC"
"Civic-ZF","Civic-ZF","Carbonyl Iron + Folic Acid + Zinc Sulfate + Vitamin B Complex + Vitamin C","","ক্যাপসুল","5 x 10","Iron, Vitamin & Mineral Combined preparation","Kumudini Pharma Ltd.","3.5","3.5","OTC"
"Civitin 250 mg","Civitin 250 mg","Vitamin C [Ascorbic acid]","250 mg","Chewable Tablet","10 x 10","Vitamin-C Preparations","Pharmik Laboratories Ltd.","1.9","1.9","OTC"
"Civodex 0.3%+0.1%","Civodex 0.3%+0.1%","Ciprofloxacin + Dexamethasone","0.3%+0.1%","Ophthalmic Solution","একক","Aural steroid & antibiotic combined preparations","Popular Pharmaceuticals Ltd.","75.28","75.28","OTC"
"Civox 0.3%","Civox 0.3%","Ciprofloxacin (Ophthalmic)","0.3%","Ophthalmic Solution","একক","4-Quinolone preparations, Aural Anti-bacterial preparations, Ophthalmic antibacterial drugs","Popular Pharmaceuticals Ltd.","35.13","35.13","OTC"
"Civox 200 mg/100 ml","Civox 200 mg/100 ml","Ciprofloxacin","200 mg/100 ml","আইভি ইনফিউশন","একক","4-Quinolone preparations, Anti-diarrhoeal antimicrobial drugs","Popular Pharmaceuticals Ltd.","145","145","Rx"
"Civox 250 mg/5 ml","Civox 250 mg/5 ml","Ciprofloxacin","250 mg/5 ml","পাউডার সাসপেনশন","একক","4-Quinolone preparations, Anti-diarrhoeal antimicrobial drugs","Popular Pharmaceuticals Ltd.","90.35","90.35","OTC"
"Civox 500 mg","Civox 500 mg","Ciprofloxacin","500 mg","ট্যাবলেট","4 x 6","4-Quinolone preparations, Anti-diarrhoeal antimicrobial drugs","Popular Pharmaceuticals Ltd.","14.05","14.05","OTC"
"Cizin 10 mg","Cizin 10 mg","Cetirizine Hydrochloride","10 mg","ট্যাবলেট","10 x 10","Sedating Anti-histamine","Nipa Pharmaceuticals Ltd.","2","2","OTC"
"Cizin 5 mg/5 ml","Cizin 5 mg/5 ml","Cetirizine Hydrochloride","5 mg/5 ml","সিরাপ","একক","Sedating Anti-histamine","Nipa Pharmaceuticals Ltd.","15.17","15.17","OTC"
"CK (1500 mg+250 mg)/5 ml","CK (1500 mg+250 mg)/5 ml","Potassium Citrate + Citric Acid","1500 mg+250 mg)/5 ml","Oral Solution","একক","Prevention of repeated kidney stone formation, Urinary Alkalinizing Agent","Popular Pharmaceuticals Ltd.","200","200","OTC"
"Ckemia 2 mg","Ckemia 2 mg","Daprodustat","2 mg","ট্যাবলেট","1 x 10","","Orion Pharma Ltd.","90","90","OTC"
"Ckemia 4 mg","Ckemia 4 mg","Daprodustat","4 mg","ট্যাবলেট","1 x 10","","Orion Pharma Ltd.","140","140","OTC"
"Clacef (125 mg+31.25 mg)/5 ml","Clacef (125 mg+31.25 mg)/5 ml","Cefuroxime Axetil + Clavulanic Acid","125 mg+31.25 mg)/5 ml","পাউডার সাসপেনশন","একক","Second generation cephalosporins","OSL Pharma Limited","265","265","OTC"
"Clacef 125 mg+31.25 mg","Clacef 125 mg+31.25 mg","Cefuroxime Axetil + Clavulanic Acid","125 mg+31.25 mg","ট্যাবলেট","4 x 4","Second generation cephalosporins","OSL Pharma Limited","18","18","OTC"
"Clacef 250 mg+62.5 mg","Clacef 250 mg+62.5 mg","Cefuroxime Axetil + Clavulanic Acid","250 mg+62.5 mg","ট্যাবলেট","4 x 4","Second generation cephalosporins","OSL Pharma Limited","35","35","OTC"
"Clacef 500 mg+125 mg","Clacef 500 mg+125 mg","Cefuroxime Axetil + Clavulanic Acid","500 mg+125 mg","ট্যাবলেট","3 x 4","Second generation cephalosporins","OSL Pharma Limited","55","55","OTC"
"Clacido (1 gm+200 mg)/20 ml","Clacido (1 gm+200 mg)/20 ml","Amoxicillin + Clavulanic Acid","1 gm+200 mg)/20 ml","IV Injection","একক","Broad spectrum penicillins","Healthcare Pharmaceuticals Ltd.","300","300","OTC"
"Clacido (125 mg+31.25 mg)/5 ml","Clacido (125 mg+31.25 mg)/5 ml","Amoxicillin + Clavulanic Acid","125 mg+31.25 mg)/5 ml","পাউডার সাসপেনশন","একক","Broad spectrum penicillins","Healthcare Pharmaceuticals Ltd.","220","220","OTC"
"Clacido (500 mg+100 mg)/10 ml","Clacido (500 mg+100 mg)/10 ml","Amoxicillin + Clavulanic Acid","500 mg+100 mg)/10 ml","IV Injection","একক","Broad spectrum penicillins","Healthcare Pharmaceuticals Ltd.","150","150","OTC"
"Clacido 250 mg+125 mg","Clacido 250 mg+125 mg","Amoxicillin + Clavulanic Acid","250 mg+125 mg","ট্যাবলেট","3 x 6","Broad spectrum penicillins","Healthcare Pharmaceuticals Ltd.","25","25","OTC"
"Clacido 500 mg+125 mg","Clacido 500 mg+125 mg","Amoxicillin + Clavulanic Acid","500 mg+125 mg","ট্যাবলেট","3 x 6","Broad spectrum penicillins","Healthcare Pharmaceuticals Ltd.","32","32","OTC"
"Clacido 875 mg+125 mg","Clacido 875 mg+125 mg","Amoxicillin + Clavulanic Acid","875 mg+125 mg","ট্যাবলেট","2 x 6","Broad spectrum penicillins","Healthcare Pharmaceuticals Ltd.","45","45","OTC"
"Clacido BID (400 mg+57.50 mg)/5 ml","Clacido BID (400 mg+57.50 mg)/5 ml","Amoxicillin + Clavulanic Acid","400 mg+57.50 mg)/5 ml","পাউডার সাসপেনশন","একক","Broad spectrum penicillins","Healthcare Pharmaceuticals Ltd.","100","100","OTC"
"Clacin 500 mg","Clacin 500 mg","Clarithromycin","500 mg","ট্যাবলেট","4's pack","Macrolides","Medimet Pharmaceuticals Ltd.","40","40","OTC"
"Claim 100 mg","Claim 100 mg","Aceclofenac","100 mg","ট্যাবলেট","10 x 10","Drugs for Osteoarthritis, Drugs used for Rheumatoid Arthritis, Non-steroidal Anti-inflammatory Drugs (NSAIDs)","Al-Madina Pharmaceuticals Ltd.","3.5","3.5","OTC"
"Claim ER 200 mg","Claim ER 200 mg","Aceclofenac","200 mg","Tablet (Extended Release)","5 x 10","Drugs for Osteoarthritis, Drugs used for Rheumatoid Arthritis, Non-steroidal Anti-inflammatory Drugs (NSAIDs)","Al-Madina Pharmaceuticals Ltd.","7","7","OTC"
"Clamox (1 gm+200 mg)/20 ml","Clamox (1 gm+200 mg)/20 ml","Amoxicillin + Clavulanic Acid","1 gm+200 mg)/20 ml","IV Injection","একক","Broad spectrum penicillins","Opsonin Pharma Ltd.","300","300","OTC"
"Clamox (125 mg+31.25 mg)/5 ml","Clamox (125 mg+31.25 mg)/5 ml","Amoxicillin + Clavulanic Acid","125 mg+31.25 mg)/5 ml","পাউডার সাসপেনশন","একক","Broad spectrum penicillins","Opsonin Pharma Ltd.","225","225","OTC"
"Clamox (500 mg+100 mg)/10 ml","Clamox (500 mg+100 mg)/10 ml","Amoxicillin + Clavulanic Acid","500 mg+100 mg)/10 ml","IV Injection","একক","Broad spectrum penicillins","Opsonin Pharma Ltd.","140.53","140.53","OTC"
"Clamox 250 mg+125 mg","Clamox 250 mg+125 mg","Amoxicillin + Clavulanic Acid","250 mg+125 mg","ট্যাবলেট","3 x 6","Broad spectrum penicillins","Opsonin Pharma Ltd.","22","22","OTC"
"Clamox 500 mg+125 mg","Clamox 500 mg+125 mg","Amoxicillin + Clavulanic Acid","500 mg+125 mg","ট্যাবলেট","2 x 6","Broad spectrum penicillins","Opsonin Pharma Ltd.","33","33","OTC"
"Clamox 875 mg+125 mg","Clamox 875 mg+125 mg","Amoxicillin + Clavulanic Acid","875 mg+125 mg","ট্যাবলেট","2 x 6","Broad spectrum penicillins","Opsonin Pharma Ltd.","40","40","OTC"
"Clamox DS (400 mg+57.50 mg)/5 ml","Clamox DS (400 mg+57.50 mg)/5 ml","Amoxicillin + Clavulanic Acid","400 mg+57.50 mg)/5 ml","পাউডার সাসপেনশন","একক","Broad spectrum penicillins","Opsonin Pharma Ltd.","90.34","90.34","OTC"
"Clamycin 500 mg","Clamycin 500 mg","Clarithromycin","500 mg","ট্যাবলেট","3 x 4","Macrolides","Biopharma Limited","40","40","OTC"
"Clarex 5 mg","Clarex 5 mg","Desloratadine","5 mg","ট্যাবলেট","5 x 10","Non-sedating antihistamines","Asiatic Laboratories Ltd.","2.5","2.5","OTC"
"Claricin 125 mg/5 ml","Claricin 125 mg/5 ml","Clarithromycin","125 mg/5 ml","পাউডার সাসপেনশন","একক","Macrolides","ACME Laboratories Ltd.","395","395","OTC"
"Claricin 250 mg","Claricin 250 mg","Clarithromycin","250 mg","ট্যাবলেট","2 x 4","Macrolides","ACME Laboratories Ltd.","30","30","OTC"
"Claricin 500 mg","Claricin 500 mg","Clarithromycin","500 mg","ট্যাবলেট","2 x 7","Macrolides","ACME Laboratories Ltd.","45","45","OTC"
"Clarigen 5 mg","Clarigen 5 mg","Levocetirizine Dihydrochloride","5 mg","ট্যাবলেট","10 x 10","Non-sedating antihistamines","Drug International Ltd.","2.25","2.25","OTC"
"Clarimax 125 mg/5 ml","Clarimax 125 mg/5 ml","Clarithromycin","125 mg/5 ml","পাউডার সাসপেনশন","একক","Macrolides","ACI Limited","395","395","OTC"
"Clarimax 250 mg","Clarimax 250 mg","Clarithromycin","250 mg","ট্যাবলেট","1 x 10","Macrolides","ACI Limited","27","27","OTC"
"Clarimax 500 mg","Clarimax 500 mg","Clarithromycin","500 mg","ট্যাবলেট","1 x 7","Macrolides","ACI Limited","40","40","OTC"
"Clarimycin 500 mg","Clarimycin 500 mg","Clarithromycin","500 mg","ট্যাবলেট","10's pack","Macrolides","Amico Laboratories Ltd.","45","45","OTC"
"Clarin 250 mg","Clarin 250 mg","Clarithromycin","250 mg","ট্যাবলেট","1 x 10","Macrolides","Drug International Ltd.","25","25","OTC"
"Clarin 500 mg","Clarin 500 mg","Clarithromycin","500 mg","ট্যাবলেট","1 x 10","Macrolides","Drug International Ltd.","40","40","OTC"
"Clarinaaf 125 mg/5 ml","Clarinaaf 125 mg/5 ml","Clarithromycin","125 mg/5 ml","পাউডার সাসপেনশন","একক","Macrolides","Naafco Pharma PLC","350","350","OTC"
"Clarison 500 mg","Clarison 500 mg","Clarithromycin","500 mg","ট্যাবলেট","10's pack","Macrolides","Hudson Pharmaceuticals Ltd.","45","45","OTC"
"Clarith 125 mg/5 ml","Clarith 125 mg/5 ml","Clarithromycin","125 mg/5 ml","পাউডার সাসপেনশন","একক","Macrolides","The IBN SINA Pharmaceutical PLC","350","350","OTC"
"Clarith 500 mg","Clarith 500 mg","Clarithromycin","500 mg","ট্যাবলেট","1 x 10","Macrolides","The IBN SINA Pharmaceutical PLC","30","30","OTC"
"Clarizol 1%","Clarizol 1%","Clotrimazole (Topical)","1%","ক্রিম","একক","Drugs for subcutaneous and mycoses, Topical Antifungal preparations","Incepta Pharmaceuticals Ltd.","35","35","OTC"
"Clarizol 1%","Clarizol 1%","Clotrimazole (Topical)","1%","Topical Solution","একক","Drugs for subcutaneous and mycoses, Topical Antifungal preparations","Incepta Pharmaceuticals Ltd.","68","68","OTC"
"Clarizol 1%","Clarizol 1%","Clotrimazole (Ear drop)","1%","Ear Drop","একক","Aural Anti-fungal preparations","Incepta Pharmaceuticals Ltd.","80","80","OTC"
"Clarocin 500 mg","Clarocin 500 mg","Clarithromycin","500 mg","ট্যাবলেট","2 x 6","Macrolides","Desh Pharmaceuticals Ltd.","30","30","OTC"
"Clas 75 mg+75 mg","Clas 75 mg+75 mg","Clopidogrel + Aspirin","75 mg+75 mg","ট্যাবলেট","3 x 10","Anti-platelet drugs","Delta Pharma Ltd.","8","8","OTC"
"Clascon 1% w/w","Clascon 1% w/w","Clascoterone","1% w/w","ক্রিম","একক","Acne treatment preparations","Navana Pharmaceuticals Ltd.","900","900","OTC"
"Clasrin 1% w/w","Clasrin 1% w/w","Clascoterone","1% w/w","ক্রিম","একক","Acne treatment preparations","ACME Laboratories Ltd.","840","840","OTC"
"Claudinil 100 mg","Claudinil 100 mg","Cilostazol","100 mg","ট্যাবলেট","3 x 10","Peripheral Vasodilator drugs: Intermittent Claudication","Incepta Pharmaceuticals Ltd.","12","12","OTC"
"Claviator-CV (125 mg+31.25 mg)/5 ml","Claviator-CV (125 mg+31.25 mg)/5 ml","Cefuroxime Axetil + Clavulanic Acid","125 mg+31.25 mg)/5 ml","পাউডার সাসপেনশন","একক","Second generation cephalosporins","Al-Madina Pharmaceuticals Ltd.","250","250","OTC"
"Claviator-CV 250 mg+62.5 mg","Claviator-CV 250 mg+62.5 mg","Cefuroxime Axetil + Clavulanic Acid","250 mg+62.5 mg","ট্যাবলেট","2 x 7","Second generation cephalosporins","Al-Madina Pharmaceuticals Ltd.","30","30","OTC"
"Claviator-CV 500 mg+125 mg","Claviator-CV 500 mg+125 mg","Cefuroxime Axetil + Clavulanic Acid","500 mg+125 mg","ট্যাবলেট","1 x 7","Second generation cephalosporins","Al-Madina Pharmaceuticals Ltd.","50","50","OTC"
"Clavimax-CV 250 mg+62.5 mg","Clavimax-CV 250 mg+62.5 mg","Cefuroxime Axetil + Clavulanic Acid","250 mg+62.5 mg","ট্যাবলেট","2 x 7","Second generation cephalosporins","Goodman Pharmaceuticals Ltd.","30","30","OTC"
